,key,start,finish,called_from,time
0,_dask_helper-05f325f6-ed0f-4192-aa01-36c09968a997,released,waiting,tcp://10.201.3.251:38881,1713553309.5789266
1,_dask_helper-b0991656-441d-4e5d-b51d-1f863809ef7f,released,waiting,tcp://10.201.3.251:34939,1713553309.578943
2,_dask_helper-3ef65036-fbe1-48a5-9ebd-f94b2621e8bc,released,waiting,tcp://10.201.3.251:37849,1713553309.5789232
3,_dask_helper-0c889147-50cf-4de4-ade2-4a9144ab35ed,released,waiting,tcp://10.201.3.251:37899,1713553309.57895
4,_dask_helper-05f325f6-ed0f-4192-aa01-36c09968a997,waiting,ready,tcp://10.201.3.251:38881,1713553309.5797791
5,_dask_helper-b0991656-441d-4e5d-b51d-1f863809ef7f,waiting,ready,tcp://10.201.3.251:34939,1713553309.5797894
6,_dask_helper-3ef65036-fbe1-48a5-9ebd-f94b2621e8bc,waiting,ready,tcp://10.201.3.251:37849,1713553309.5797975
7,_dask_helper-0c889147-50cf-4de4-ade2-4a9144ab35ed,waiting,ready,tcp://10.201.3.251:37899,1713553309.5798094
8,_dask_helper-b0991656-441d-4e5d-b51d-1f863809ef7f,ready,executing,tcp://10.201.3.251:34939,1713553309.5827394
9,_dask_helper-05f325f6-ed0f-4192-aa01-36c09968a997,ready,executing,tcp://10.201.3.251:38881,1713553309.582734
10,_dask_helper-3ef65036-fbe1-48a5-9ebd-f94b2621e8bc,ready,executing,tcp://10.201.3.251:37849,1713553309.5827482
11,_dask_helper-0c889147-50cf-4de4-ade2-4a9144ab35ed,ready,executing,tcp://10.201.3.251:37899,1713553309.5827572
12,_dask_helper-05f325f6-ed0f-4192-aa01-36c09968a997,executing,memory,tcp://10.201.3.251:38881,1713553312.8442645
13,_dask_helper-3ef65036-fbe1-48a5-9ebd-f94b2621e8bc,executing,memory,tcp://10.201.3.251:37849,1713553313.0109205
14,_dask_helper-0c889147-50cf-4de4-ade2-4a9144ab35ed,executing,memory,tcp://10.201.3.251:37899,1713553313.0597265
15,_dask_helper-b0991656-441d-4e5d-b51d-1f863809ef7f,executing,memory,tcp://10.201.3.251:34939,1713553313.0932038
16,list-e9b253c1-4e6c-4d13-8325-b98485686968,released,waiting,tcp://10.201.3.251:38881,1713553313.0961637
17,_dask_helper-0c889147-50cf-4de4-ade2-4a9144ab35ed,released,fetch,tcp://10.201.3.251:38881,1713553313.096649
18,_dask_helper-3ef65036-fbe1-48a5-9ebd-f94b2621e8bc,released,fetch,tcp://10.201.3.251:38881,1713553313.0972414
19,_dask_helper-b0991656-441d-4e5d-b51d-1f863809ef7f,released,fetch,tcp://10.201.3.251:38881,1713553313.0978348
20,_dask_helper-0c889147-50cf-4de4-ade2-4a9144ab35ed,fetch,flight,tcp://10.201.3.251:38881,1713553313.09852
21,_dask_helper-3ef65036-fbe1-48a5-9ebd-f94b2621e8bc,fetch,flight,tcp://10.201.3.251:38881,1713553313.099018
22,_dask_helper-b0991656-441d-4e5d-b51d-1f863809ef7f,fetch,flight,tcp://10.201.3.251:38881,1713553313.0995998
23,_dask_helper-3ef65036-fbe1-48a5-9ebd-f94b2621e8bc,flight,memory,tcp://10.201.3.251:38881,1713553313.1083696
24,_dask_helper-b0991656-441d-4e5d-b51d-1f863809ef7f,flight,memory,tcp://10.201.3.251:38881,1713553313.1100373
25,_dask_helper-0c889147-50cf-4de4-ade2-4a9144ab35ed,flight,memory,tcp://10.201.3.251:38881,1713553313.1124418
26,list-e9b253c1-4e6c-4d13-8325-b98485686968,waiting,ready,tcp://10.201.3.251:38881,1713553313.114076
27,list-e9b253c1-4e6c-4d13-8325-b98485686968,ready,executing,tcp://10.201.3.251:38881,1713553313.1149473
28,list-e9b253c1-4e6c-4d13-8325-b98485686968,executing,memory,tcp://10.201.3.251:38881,1713553313.1166205
29,_dask_helper-0c889147-50cf-4de4-ade2-4a9144ab35ed,memory,released,tcp://10.201.3.251:38881,1713553313.1254785
30,_dask_helper-0c889147-50cf-4de4-ade2-4a9144ab35ed,memory,released,tcp://10.201.3.251:37899,1713553313.1254473
31,_dask_helper-3ef65036-fbe1-48a5-9ebd-f94b2621e8bc,memory,released,tcp://10.201.3.251:37849,1713553313.1255717
32,_dask_helper-b0991656-441d-4e5d-b51d-1f863809ef7f,memory,released,tcp://10.201.3.251:34939,1713553313.1255844
33,_dask_helper-3ef65036-fbe1-48a5-9ebd-f94b2621e8bc,memory,released,tcp://10.201.3.251:38881,1713553313.126062
34,_dask_helper-3ef65036-fbe1-48a5-9ebd-f94b2621e8bc,released,forgotten,tcp://10.201.3.251:37849,1713553313.1279368
35,_dask_helper-b0991656-441d-4e5d-b51d-1f863809ef7f,memory,released,tcp://10.201.3.251:38881,1713553313.1279893
36,_dask_helper-b0991656-441d-4e5d-b51d-1f863809ef7f,released,forgotten,tcp://10.201.3.251:34939,1713553313.1279619
37,_dask_helper-0c889147-50cf-4de4-ade2-4a9144ab35ed,released,forgotten,tcp://10.201.3.251:37899,1713553313.1279435
38,_dask_helper-05f325f6-ed0f-4192-aa01-36c09968a997,memory,released,tcp://10.201.3.251:38881,1713553313.1418738
39,list-e9b253c1-4e6c-4d13-8325-b98485686968,memory,released,tcp://10.201.3.251:38881,1713553313.1597197
40,list-e9b253c1-4e6c-4d13-8325-b98485686968,released,forgotten,tcp://10.201.3.251:38881,1713553313.1608853
41,_dask_helper-0c889147-50cf-4de4-ade2-4a9144ab35ed,released,forgotten,tcp://10.201.3.251:38881,1713553313.1621497
42,_dask_helper-3ef65036-fbe1-48a5-9ebd-f94b2621e8bc,released,forgotten,tcp://10.201.3.251:38881,1713553313.1627662
43,_dask_helper-b0991656-441d-4e5d-b51d-1f863809ef7f,released,forgotten,tcp://10.201.3.251:38881,1713553313.1633723
44,_dask_helper-05f325f6-ed0f-4192-aa01-36c09968a997,released,forgotten,tcp://10.201.3.251:38881,1713553313.1639652
45,_dask_helper-8d607e54-3b1e-4103-92a6-fb8c5c0887b0,released,waiting,tcp://10.201.3.251:43083,1713553313.8277857
46,_dask_helper-8d607e54-3b1e-4103-92a6-fb8c5c0887b0,waiting,ready,tcp://10.201.3.251:43083,1713553313.828245
47,_dask_helper-8d607e54-3b1e-4103-92a6-fb8c5c0887b0,ready,executing,tcp://10.201.3.251:43083,1713553313.8295057
48,_dask_helper-8d607e54-3b1e-4103-92a6-fb8c5c0887b0,executing,memory,tcp://10.201.3.251:43083,1713553326.6936638
49,list-8bd16c27-71ca-424d-9bd5-415d63424a27,released,waiting,tcp://10.201.3.251:43083,1713553326.6970215
50,list-8bd16c27-71ca-424d-9bd5-415d63424a27,waiting,ready,tcp://10.201.3.251:43083,1713553326.6976812
51,list-8bd16c27-71ca-424d-9bd5-415d63424a27,ready,executing,tcp://10.201.3.251:43083,1713553326.6982775
52,list-8bd16c27-71ca-424d-9bd5-415d63424a27,executing,memory,tcp://10.201.3.251:43083,1713553326.6996396
53,_dask_helper-8d607e54-3b1e-4103-92a6-fb8c5c0887b0,memory,released,tcp://10.201.3.251:43083,1713553326.7023675
54,list-8bd16c27-71ca-424d-9bd5-415d63424a27,memory,released,tcp://10.201.3.251:43083,1713553326.7510436
55,list-8bd16c27-71ca-424d-9bd5-415d63424a27,released,forgotten,tcp://10.201.3.251:43083,1713553326.7519367
56,_dask_helper-8d607e54-3b1e-4103-92a6-fb8c5c0887b0,released,forgotten,tcp://10.201.3.251:43083,1713553326.7532365
57,_dask_helper-d962b3ab-0adb-4a11-b3a1-1df67e4b7f9d,released,waiting,tcp://10.201.3.251:45171,1713553327.4014657
58,_dask_helper-d962b3ab-0adb-4a11-b3a1-1df67e4b7f9d,waiting,ready,tcp://10.201.3.251:45171,1713553327.4018393
59,_dask_helper-d962b3ab-0adb-4a11-b3a1-1df67e4b7f9d,ready,executing,tcp://10.201.3.251:45171,1713553327.4030888
60,_dask_helper-d962b3ab-0adb-4a11-b3a1-1df67e4b7f9d,executing,memory,tcp://10.201.3.251:45171,1713553340.3009825
61,list-80dac058-55ee-462e-bf63-de212e84d678,released,waiting,tcp://10.201.3.251:45171,1713553340.3044302
62,list-80dac058-55ee-462e-bf63-de212e84d678,waiting,ready,tcp://10.201.3.251:45171,1713553340.3049698
63,list-80dac058-55ee-462e-bf63-de212e84d678,ready,executing,tcp://10.201.3.251:45171,1713553340.3055732
64,list-80dac058-55ee-462e-bf63-de212e84d678,executing,memory,tcp://10.201.3.251:45171,1713553340.3070138
65,_dask_helper-d962b3ab-0adb-4a11-b3a1-1df67e4b7f9d,memory,released,tcp://10.201.3.251:45171,1713553340.3097506
66,list-80dac058-55ee-462e-bf63-de212e84d678,memory,released,tcp://10.201.3.251:45171,1713553340.3209684
67,list-80dac058-55ee-462e-bf63-de212e84d678,released,forgotten,tcp://10.201.3.251:45171,1713553340.3222735
68,_dask_helper-d962b3ab-0adb-4a11-b3a1-1df67e4b7f9d,released,forgotten,tcp://10.201.3.251:45171,1713553340.3235877
